application,conf,threads,CH,CHv2,CA,CB,CBv2,CC,NBC,SP(16)
__cere__lu_rhs_2331,conf4,16,507.22682199661347,0.05072268219966135,376771.9609375,46.324483283789995,0.3165873696881313,0.484375,0.8613333151968103,0.0
__cere__lu_rhs_2331,conf4,32,410.8875929148749,0.04108875929148749,153907.2578125,180.38553453127136,0.6433482199173617,0.45703125,0.9352758299196924,0.5056988078605983
__cere__lu_rhs_2331,conf4,64,164.75394206017657,0.01647539420601766,417970.34521484375,97.04478814798729,0.4925011671717162,0.48388671875,0.9642321598756235,0.7567380627765758
__cere__lu_ssor_3112,conf1,16,314.6080909160694,0.031460809091606944,10933236.2734375,12.398223226509586,0.1103062207800578,0.52734375,0.8666625043774296,0.0
__cere__lu_ssor_3112,conf1,32,101.44539639941337,0.010144539639941337,10508459.521484375,39.245589780157175,0.28184440054524273,0.5146484375,0.9319194855710813,0.5283344841995812
__cere__lu_ssor_3112,conf1,64,77.119458385647,0.007711945838564699,7389525.858886719,50.63995194952937,0.33616548129606316,0.494384765625,0.963441583608999,0.7605878271262527
__cere__lu_ssor_3112,conf2,16,266.8756250674407,0.026687562506744072,50308984.2421875,10.511787357610448,0.09511915071642851,0.51953125,0.8759280000762127,0.0
__cere__lu_ssor_3112,conf2,32,100.08798195554067,0.010008798195554067,36909808.466796875,25.051523679731403,0.20032961568617658,0.5107421875,0.9348879403016769,0.5318124202655632
__cere__lu_ssor_3112,conf2,64,172.99509483175402,0.0172995094831754,24440474.422851562,28.833390525081448,0.2238037080881461,0.512451171875,0.9653963056563165,0.7587869822682355
__cere__lu_ssor_3112,conf3,16,385.9738653806413,0.03859738653806413,4380344.8046875,16.623401873141997,0.14253916114729903,0.5,0.864950762339655,0.0
__cere__lu_ssor_3112,conf3,32,236.1350302735454,0.02361350302735454,3488614.498046875,22.34649679377243,0.1826492574727312,0.5009765625,0.9290698809124911,0.5210581055447131
__cere__lu_ssor_3112,conf3,64,346.73846390753397,0.03467384639075339,2301961.9516601562,71.32540992503071,0.41631541962305285,0.518310546875,0.9580338837649506,0.7225755576534966
__cere__lu_ssor_3112,conf4,16,457.94458064512975,0.045794458064512975,1147751.0,47.74940296283776,0.32317831412725095,0.4921875,0.8535149528294901,0.0
__cere__lu_ssor_3112,conf4,32,196.7291477434552,0.019672914774345518,1180073.46484375,80.77236034897682,0.44681808763821895,0.4716796875,0.9198865373208839,0.4722478480360235
__cere__lu_ssor_3112,conf4,64,136.64377676489366,0.013664377676489366,458403.537109375,191.4044820745518,0.6568343791828968,0.59423828125,0.9522597812088252,0.7138349208650261
__cere__main_main_131,conf1,16,251.22089357482434,0.02512208935748244,643502.046875,43.66015881214054,0.3039127839837169,0.5,0.8782419009885143,0.0
__cere__main_main_131,conf1,32,133.4306679910265,0.01334306679910265,416439.060546875,58.241557692646914,0.3680547546540819,0.5068359375,0.9364757089332346,0.5184222890429941
__cere__main_main_131,conf1,64,128.66408018893648,0.012866408018893648,233604.9482421875,43.383126361580324,0.30256786459082874,0.509521484375,0.9674509165566048,0.7596633463227748
__cere__main_main_253,conf1,16,258.6835396434391,0.025868353964343907,895460.1484375,30.636913551228574,0.23451957581051142,0.5,0.8735771925361104,0.0
__cere__main_main_253,conf1,32,122.38557941638324,0.012238557941638323,600274.021484375,32.853268292030904,0.2472898763756013,0.494140625,0.9336271290606117,0.5114275040124172
__cere__main_main_253,conf1,64,128.16153196610497,0.012816153196610496,278199.24365234375,47.86947103065364,0.32372788444431644,0.496826171875,0.9643935305465008,0.7567450652318933
__cere__main_main_253,conf2,16,339.7655048575634,0.03397655048575634,534971.359375,18.82349893322268,0.15841562571559398,0.5,0.8682571558226233,0.0
__cere__main_main_253,conf2,32,191.10588007688153,0.019110588007688153,423981.40234375,17.081823284204155,0.14589645775108728,0.4990234375,0.9322310431898274,0.5114178937628262
__cere__main_main_253,conf2,64,121.74782402345603,0.012174782402345603,175714.0029296875,54.644867779111884,0.3533571373164758,0.5048828125,0.9629852229190857,0.754684815839464
