application,conf,threads,CH,CHv2,CA,CB,CBv2,CC,NBC,SP(16)
__cere__cg_conj_grad_405,conf4,64,187.08106663528682,0.018708106663528686,25.47509765625,32.4823184405727,0.24518229166666672,0.457275390625,0.959250953558354,0.7282502443792767
__cere__cg_conj_grad_551,conf1,16,264.90880250694306,0.026490880250694307,40.484375,10.38209185642609,0.09405594405594409,0.5,0.8589347742184484,0.0
__cere__cg_conj_grad_551,conf1,32,232.88193201334923,0.023288193201334923,47.830078125,17.211809383804976,0.14684364548494988,0.4912109375,0.9278859896279963,0.5041038833762097
__cere__cg_conj_grad_551,conf1,64,92.35431500786488,0.009235431500786491,44.86376953125,17.229895190518164,0.14697526737967914,0.48681640625,0.9623099443845844,0.7457798674372286
__cere__cg_conj_grad_551,conf2,16,464.2104044385742,0.04642104044385742,153.6484375,3.8897645802613567,0.03744126859827723,0.5,0.8723750444907714,0.0
__cere__cg_conj_grad_551,conf2,32,234.03786367459793,0.02340378636745979,158.166015625,3.55021548264407,0.03428496470139286,0.5,0.9344290636075129,0.5126387671182129
__cere__cg_conj_grad_551,conf2,64,119.64126429767185,0.011964126429767186,160.99853515625,2.62127530517855,0.025543195574049604,0.496337890625,0.9671969065130033,0.758165137614679
__cere__cg_conj_grad_551,conf3,16,224.84306489670035,0.022484306489670036,27.390625,20.479178551055345,0.16998106060606055,0.5,0.8516828294352539,0.0
__cere__cg_conj_grad_551,conf3,32,194.40104781785396,0.0194401047817854,30.8203125,27.249683143219272,0.21414342629482075,0.4912109375,0.9247148288973384,0.49550063371356146
__cere__cg_conj_grad_551,conf3,64,250.47396436149688,0.025047396436149692,39.962890625,21.87087630125606,0.17945941610522942,0.491943359375,0.9627828551879185,0.7460656859391037
__cere__cg_conj_grad_551,conf4,16,334.79943578970847,0.03347994357897085,18.5078125,30.6880540312368,0.23481912144702843,0.5,0.8471929084001688,0.0
__cere__cg_conj_grad_551,conf4,32,143.84340648808757,0.014384340648808754,17.9296875,22.70152505446623,0.18501420454545459,0.46875,0.9198257080610022,0.4624183006535948
__cere__cg_conj_grad_551,conf4,64,97.11891456886573,0.009711891456886574,18.373046875,24.758158817901553,0.19844921608725286,0.447265625,0.9565217391304348,0.7167269054959073
__cere__clomp_do_omp_barrier_only_805,conf1,16,250.92881747962878,0.02509288174796288,17.8046875,44.97586660816146,0.3102300242130751,0.484375,0.8622202720491443,0.0
__cere__clomp_do_omp_barrier_only_805,conf1,32,73.92669173214631,0.007392669173214629,16.41796875,30.192719486081376,0.23190789473684215,0.486328125,0.9323102545800619,0.4917915774446824
__cere__clomp_do_omp_barrier_only_805,conf1,64,77.4408261009534,0.007744082610095341,18.0302734375,40.475545685966516,0.28813232572486125,0.469482421875,0.9626008774305368,0.7287006445323079
__cere__clomp_do_omp_barrier_only_805,conf2,16,188.04962033867133,0.018804962033867136,21.890625,70.7351891506067,0.4142976588628763,0.546875,0.877587437544611,0.0
__cere__clomp_do_omp_barrier_only_805,conf2,32,55.205631256103516,0.005520563125610351,16.337890625,62.9647340107591,0.38637030516431925,0.4794921875,0.9343693962940824,0.4728033472803347
__cere__clomp_do_omp_barrier_only_805,conf2,64,36.1389935052104,0.0036138993505210396,18.0146484375,39.12289261126472,0.28121103491271815,0.47412109375,0.9636526264433242,0.7347265137962813
__cere__clomp_do_omp_barrier_only_805,conf3,16,189.57270408163265,0.018957270408163265,15.5859375,23.50877192982457,0.19034090909090906,0.50390625,0.8751879699248121,0.0
__cere__clomp_do_omp_barrier_only_805,conf3,32,126.16462707519531,0.012616462707519531,15.990234375,31.13472578478076,0.23742548435171384,0.484375,0.9318431659948699,0.4896787590081837
__cere__clomp_do_omp_barrier_only_805,conf3,64,113.6772158694973,0.011367721586949731,17.96826171875,42.5256121090247,0.2983717205613179,0.476806640625,0.964129460039675,0.7363243566401261
__cere__clomp_static_omp_module1_988,conf1,16,219.76139826099882,0.02197613982609988,12.0703125,13.915857605177994,0.12215909090909094,0.484375,0.8621359223300971,0.0
__cere__clomp_static_omp_module1_988,conf1,32,182.3457616188824,0.01823457616188824,11.720703125,41.5764039326779,0.2936676082862524,0.4833984375,0.9323446092317947,0.48591901349775035
__cere__clomp_static_omp_module1_988,conf1,64,171.73213723265093,0.017173213723265093,13.2099609375,45.013676351001706,0.3104098694942904,0.4658203125,0.9631108154062246,0.7282102461743181
__cere__clomp_static_omp_module1_988,conf2,16,249.20428240740745,0.02492042824074074,12.03125,40.77922077922078,0.28966789667896675,0.4921875,0.8662337662337662,0.0
__cere__clomp_static_omp_module1_988,conf2,32,84.76887097806396,0.008476887097806394,12.861328125,56.476841305998484,0.3609277950310559,0.462890625,0.927410782080486,0.4654517843583903
__cere__clomp_static_omp_module1_988,conf2,64,41.867059660769144,0.004186705966076914,13.03564453125,45.75420459227628,0.3139134457236842,0.467041015625,0.9609319399183429,0.7202307375360528
__cere__clomp_static_omp_module1_988,conf3,16,309.4196319580078,0.03094196319580078,12.71875,28.746928746928745,0.22328244274809161,0.50390625,0.85995085995086,0.0
__cere__clomp_static_omp_module1_988,conf3,32,102.481103622626,0.0102481103622626,13.728515625,22.464077393654858,0.18343401486988853,0.4794921875,0.9305733390240433,0.48427941385687867
__cere__clomp_static_omp_module1_988,conf3,64,129.95850362895447,0.01299585036289545,14.80810546875,41.18112572954793,0.29169002242152464,0.474609375,0.9645530385465098,0.7378243809146965
__cere__clomp_static_omp_module2_1007,conf1,16,191.2749954346238,0.019127499543462382,12.3671875,33.922931143398614,0.2533018867924528,0.5078125,0.870499052432091,0.0
__cere__clomp_static_omp_module2_1007,conf1,32,135.2978930061246,0.01352978930061246,12.69140625,30.501692828562632,0.23372641509433967,0.4716796875,0.9245921822099108,0.47214527546937524
__cere__clomp_static_omp_module2_1007,conf1,64,173.4395746671554,0.017343957466715538,16.86083984375,36.68877240740205,0.2684110169491526,0.477783203125,0.963250412672671,0.7285627407257247
__cere__clomp_static_omp_module2_1007,conf2,16,191.50390624999997,0.019150390625,13.3046875,104.81503229594833,0.5117545871559632,0.53515625,0.8825601879036994,0.0
__cere__clomp_static_omp_module2_1007,conf2,32,67.88106162167159,0.00678810616216716,13.1171875,26.9803454437165,0.21247654784240155,0.4755859375,0.9283799880881477,0.4593508040500298
__cere__clomp_static_omp_module2_1007,conf2,64,72.654188565737,0.007265418856573701,18.8017578125,41.85841167610243,0.2950717633274751,0.466064453125,0.9638497896431725,0.7290811821534307
__cere__clomp_static_omp_module2_1007,conf3,16,192.27981567382812,0.019227981567382812,11.7890625,19.814446653412855,0.16537610619469023,0.5,0.8667992047713717,0.0
__cere__clomp_static_omp_module2_1007,conf3,32,132.26654973660249,0.013226654973660249,12.568359375,29.292929292929305,0.2265625,0.4716796875,0.9264957264957265,0.48018648018648014
__cere__clomp_static_omp_module2_1007,conf3,64,97.95666642360291,0.009795666642360291,14.32373046875,42.46463269132437,0.2980714012251149,0.47265625,0.9622294187830237,0.7304584966763252
__cere__clomp_static_omp_module2_1017,conf1,16,207.8104019165039,0.02078104019165039,11.15625,33.89355742296918,0.2531380753138075,0.50390625,0.8683473389355743,0.0
__cere__clomp_static_omp_module2_1017,conf1,32,112.42612422956316,0.011242612422956315,10.580078125,27.59830164297581,0.2162905092592593,0.4677734375,0.9272660143991139,0.4676019937234631
__cere__clomp_static_omp_module2_1017,conf1,64,84.2016902970679,0.00842016902970679,12.30029296875,38.462149180262784,0.27778096330275226,0.459716796875,0.9604223730697471,0.7187487594775912
__cere__clomp_static_omp_module2_1017,conf2,16,268.16285686728395,0.026816285686728395,11.4453125,46.894197952218434,0.3192379182156134,0.4921875,0.856655290102389,0.0
__cere__clomp_static_omp_module2_1017,conf2,32,93.34411390424225,0.009334411390424223,13.154296875,38.97550111358574,0.28044871794871795,0.4638671875,0.9256124721603564,0.4645879732739421
__cere__clomp_static_omp_module2_1017,conf2,64,93.12670859204617,0.00931267085920462,16.751953125,39.8157864055031,0.2847731821214142,0.47314453125,0.9631572811006179,0.7335898332750379
__cere__clomp_static_omp_module2_1017,conf3,16,112.02566964285714,0.011202566964285714,10.0546875,14.996114996114995,0.13040540540540535,0.4921875,0.8717948717948718,0.0
__cere__clomp_static_omp_module2_1017,conf3,32,149.8258113861084,0.01498258113861084,10.25390625,33.79047619047619,0.2525626423690205,0.4892578125,0.9312380952380952,0.4988571428571429
__cere__clomp_static_omp_module2_1017,conf3,64,89.24635161536567,0.008924635161536566,16.474609375,24.718435091879076,0.19819391634980987,0.47265625,0.9631594546532306,0.734173088322466
__cere__clomp_static_omp_module3_1036,conf1,16,257.7831127025463,0.025778311270254633,12.0546875,47.76409591704471,0.32324561403508767,0.484375,0.8664938431626701,0.0
__cere__clomp_static_omp_module3_1036,conf1,32,194.92729638422207,0.019492729638422208,12.1015625,37.378954163976765,0.27208646616541354,0.474609375,0.9249515816655907,0.4753066494512589
__cere__clomp_static_omp_module3_1036,conf1,64,68.41073923405655,0.0068410739234056545,11.54052734375,34.173894647768144,0.25469853683148336,0.469482421875,0.9631901840490797,0.7306960016924053
__cere__clomp_static_omp_module3_1036,conf2,16,111.56388683431953,0.011156388683431953,10.8359375,52.271088680605615,0.34327651515151514,0.52734375,0.8752703677000722,0.0
__cere__clomp_static_omp_module3_1036,conf2,32,47.10541674371302,0.004710541674371301,10.400390625,38.81690140845071,0.27962662337662336,0.46875,0.9305164319248826,0.45840375586854465
__cere__clomp_static_omp_module3_1036,conf2,64,65.70855638972617,0.006570855638972615,9.9951171875,27.24963361016122,0.21414312039312045,0.462158203125,0.9604298974108452,0.7158280410356619
__cere__clomp_static_omp_module3_1036,conf3,16,164.78538513183594,0.016478538513183594,10.5546875,25.53663952627683,0.2034198113207547,0.5078125,0.8667653589933383,0.0
__cere__clomp_static_omp_module3_1036,conf3,32,263.35138763110945,0.026335138763110937,13.310546875,36.63976522377111,0.2681486254295533,0.48046875,0.9370506236243581,0.4968451944240646
__cere__clomp_static_omp_module3_1036,conf3,64,115.4074809448519,0.01154074809448519,16.61962890625,40.27088168757529,0.2870936662198391,0.464111328125,0.9633340188618268,0.7282662984399331
__cere__clomp_static_omp_module3_1046,conf1,16,272.7659020869377,0.027276590208693767,12.4375,34.673366834170864,0.2574626865671642,0.48828125,0.8800251256281407,0.0
__cere__clomp_static_omp_module3_1046,conf1,32,105.35465162627551,0.010535465162627551,11.296875,30.843706777316736,0.2357293868921776,0.466796875,0.9234094052558783,0.46697786998616875
__cere__clomp_static_omp_module3_1046,conf1,64,73.53828607181366,0.007353828607181366,12.80029296875,36.59355330917413,0.2679010277033065,0.463623046875,0.9613198550448216,0.7258058363532329
__cere__clomp_static_omp_module3_1046,conf2,16,114.50442310553461,0.011450442310553461,11.7578125,66.37873754152824,0.39896166134185307,0.52734375,0.879734219269103,0.0
__cere__clomp_static_omp_module3_1046,conf2,32,54.80172602357059,0.005480172602357058,11.880859375,77.80700312345883,0.4375924556213018,0.4580078125,0.9276672694394213,0.4561893802400131
__cere__clomp_static_omp_module3_1046,conf2,64,35.129517419940456,0.0035129517419940463,13.078125,46.117084826762245,0.31561733442354867,0.457275390625,0.9604241338112306,0.7165845280764636
__cere__clomp_static_omp_module3_1046,conf3,16,249.50573979591834,0.024950573979591835,12.609375,28.37670384138786,0.221042471042471,0.50390625,0.8636926889714993,0.0
__cere__clomp_static_omp_module3_1046,conf3,32,142.73806202168367,0.014273806202168367,14.427734375,24.759713009340743,0.19845920138888884,0.4794921875,0.9305536753756599,0.4842290510356031
__cere__clomp_static_omp_module3_1046,conf3,64,117.80230788813212,0.011780230788813208,13.23193359375,35.207941252444726,0.2603984716157205,0.468505859375,0.9635779918078158,0.7329790767186981
__cere__clomp_static_omp_module3_1056,conf1,16,251.00603352194787,0.025100603352194786,11.7890625,26.176275679257778,0.20745798319327735,0.49609375,0.8727634194831014,0.0
__cere__clomp_static_omp_module3_1056,conf1,32,150.2579437545654,0.01502579437545654,10.875,52.87356321839081,0.3458646616541353,0.455078125,0.9242097701149425,0.4457614942528736
__cere__clomp_static_omp_module3_1056,conf1,64,135.1263897478088,0.013512638974780878,16.240234375,35.466025255562236,0.26180752840909094,0.46875,0.9630487071557426,0.7289236319903789
__cere__clomp_static_omp_module3_1056,conf2,16,174.37057495117188,0.01743705749511719,14.21875,110.10989010989012,0.5240585774058577,0.515625,0.878021978021978,0.0
__cere__clomp_static_omp_module3_1056,conf2,32,55.74904172899324,0.005574904172899324,10.6875,38.01169590643274,0.27542372881355937,0.46875,0.9334795321637427,0.4691154970760234
__cere__clomp_static_omp_module3_1056,conf2,64,38.562210685512795,0.00385622106855128,13.794921875,35.6930482797678,0.263042570951586,0.45361328125,0.9615602435225825,0.7180376610505451
