application,conf,threads,CH,CHv2,CA,CB,CBv2,CC,NBC,SP(16),P-CH,P-CHv2,P-CA,P-CB,P-CBv2,P-CC,P-NBC,P-SP(16)
__cere__main_main_295,conf1,16,239.921137555163,0.0239921137555163,713719.546875,29.848552426197,0.229872046075849,0.49609375,0.867110299868092,0,265.158641581633,0.0265158641581633,17.765625,12.5769569041337,0.11171875,0.48828125,0.832893579595427,0
__cere__lud_omp_lud_omp_123,conf2,16,312.404219965131,0.0312404219965131,16831974.0078125,141.794370307427,0.586425441283616,0.5546875,0.886569750242079,0,266.42738048606,0.026642738048606,426.96875,231.010758984118,0.697895016141158,0.5546875,0.892410158823099,0
__cere__lud_omp_lud_omp_123,conf2,64,104.070427343624,0.0104070427343624,4083147.48779297,531.986769986189,0.841768839556269,0.530029296875,0.971227472916196,0.761721558567276,129.15481252292,0.012915481252292,256.263671875,244.676732186545,0.709873076242703,0.5244140625,0.939926985602902,0.500362023367656
__cere__lud_omp_lud_omp_123,conf2,32,162.629292412172,0.0162629292412172,7938498.58007813,195.003195283302,0.661020620797119,0.529296875,0.940839585660069,0.514392730286813,61.813655348233,0.0061813655348233,171.26904296875,252.76186783518,0.716522648511651,0.50927734375,0.969269498430546,0.757711134995823
__cere__lud_omp_lud_omp_123,conf1,16,309.435166232945,0.0309435166232945,29044701.5625,134.489492355238,0.573541658538345,0.5546875,0.886747630497796,0,267.457675947993,0.0267457675947993,492.9296875,218.427767651953,0.685957035916222,0.58203125,0.902179253506617,0
__cere__lud_omp_lud_omp_123,conf1,64,106.79937754513,0.010679937754513,7032461.26953125,409.983434325982,0.803915199457087,0.5185546875,0.970527167893413,0.761481583115722,113.947845464661,0.0113947845464661,228.701171875,33.0201972757163,0.248234463276836,0.50390625,0.936513087663863,0.511652931380503
__cere__lud_omp_lud_omp_123,conf1,32,133.854997439682,0.0133854997439682,13239779.1191406,161.693702086844,0.617873876205035,0.5302734375,0.940734748458955,0.518011643583421,58.0973560297673,0.00580973560297673,199.2998046875,61.4872380355052,0.380756020001942,0.5029296875,0.968343762096794,0.759766859562041
__cere__ft_cffts2_570,conf2,16,542.295565801235,0.0542295565801235,13171673.3515625,1.46202588158364,0.0144095869255556,0.5,0.875001348552673,0,105.655189460519,0.0105655189460519,18.22265625,18.4994640943194,0.156114327062229,0.486328125,0.928831725616292,0.486495176848875
__cere__ft_cffts2_570,conf2,64,102.36332865114,0.010236332865114,3661175.75830078,11.7077922332022,0.10480730125577,0.5,0.968476103843857,0.761141102341508,113.926466084281,0.0113926466084281,20.7763671875,26.0446533490012,0.206630369928401,0.4716796875,0.962702702702703,0.735487661574618
__cere__ft_cffts2_570,conf2,32,246.977758421822,0.0246977758421822,6876246.08984375,3.6230488358207,0.0349637351585844,0.5,0.937245114060148,0.516012243812634,256.93359375,0.025693359375,20.2421875,15.4766499421073,0.134024064171123,0.5,0.864145117715168,0
__cere__ft_cffts2_570,conf3,16,336.824250316943,0.0336824250316943,535928.2109375,44.0047000231535,0.305578220822503,0.4921875,0.87574651986315,0,144.530868530273,0.0144530868530273,16.787109375,31.6114019778941,0.240187411598303,0.4892578125,0.927515997673066,0.493193717277487
__cere__ft_cffts2_570,conf3,64,185.031241470084,0.0185031241470084,150321.519042969,111.930547787331,0.528147305595847,0.488525390625,0.962409181198071,0.732073147988837,69.8163443141513,0.00698163443141513,16.89697265625,23.8202571882676,0.192377707244212,0.46630859375,0.961537350093917,0.726629099841063
__cere__ft_cffts2_570,conf3,32,213.219650656231,0.0213219650656231,567178.234375,48.16411739178,0.325072752024183,0.5068359375,0.935066194745275,0.510932954083795,263.848876953125,0.0263848876953125,17.234375,23.6627379873073,0.191348973607038,0.5,0.871260199456029,0
__cere__ft_cffts2_570,conf1,16,465.643931615138,0.0465643931615138,3547392.6796875,6.07053975291707,0.0572311573699721,0.5,0.873150661713002,0,100.464375511228,0.0100464375511228,18.173828125,15.3788285867813,0.133289865871833,0.4873046875,0.931327243417517,0.493820526598603
__cere__ft_cffts2_570,conf1,64,78.0152268968829,0.00780152268968829,1199816.81054688,33.6534397087738,0.251796285842725,0.504638671875,0.967459896184966,0.759589389107377,48.9205811767109,0.00489205811767109,19.6728515625,12.385207247456,0.110203180212014,0.4794921875,0.96319185902209,0.7421692727724
__cere__ft_cffts2_570,conf1,32,165.692330155862,0.0165692330155862,2175588.58203125,16.6280898514825,0.142573627611128,0.5,0.936529976603296,0.514914314396282,171.258735570394,0.0171258735570394,18.1328125,27.8759155536407,0.217991913746631,0.5,0.867729426971133,0
__cere__ft_cffts2_570,conf4,16,275.682646006613,0.0275682646006613,295193.28125,75.1257677041049,0.42898180370029,0.5078125,0.853660657715258,0,160.502172242902,0.0160502172242902,15.80859375,38.7694588584136,0.279380341880342,0.470703125,0.925129725722758,0.474301952063257
__cere__ft_cffts2_570,conf4,64,243.327176741971,0.0243327176741971,60291.3212890625,129.223807913248,0.56374514100278,0.501708984375,0.962343585578699,0.74640602829559,268.42456570273,0.026842456570273,17.30517578125,43.2916678423295,0.302122715816005,0.48193359375,0.964786546655004,0.746790440450326
__cere__ft_cffts2_570,conf4,32,260.61150835123,0.026061150835123,262249.466796875,102.799804608159,0.50690287797261,0.4921875,0.936408809279708,0.504765042606475,246.795336549344,0.0246795336549344,17.5234375,37.3160945162728,0.271753246753247,0.5078125,0.874275523851984,0
__cere____kernel_kernel_cpu_kernel_cpu_86,conf1,32,492.036914888215,0.0492036914888215,56759.607421875,97.1614455826397,0.492801446527814,0.533203125,0.934361504534664,0.514499214563724,187.215805053711,0.0187215805053711,3.0703125,189.058524173028,0.654049295774648,0.50390625,0.806615776081425,0
__cere____kernel_kernel_cpu_kernel_cpu_86,conf1,64,181.253786374192,0.0181253786374192,6426.74267578125,372.081099719958,0.788171989814206,0.4609375,0.959646159324642,0.695120160213111,107.144442471591,0.0107144442471591,3.421875,144.748858447489,0.591417910447761,0.4423828125,0.903538812785388,0.455479452054795
__cere____kernel_kernel_cpu_kernel_cpu_86,conf1,16,466.601682278047,0.0466601682278047,24292.1171875,149.559865581395,0.599294542946512,0.546875,0.814282925498916,0,186.549519997567,0.0186549519997567,4.15234375,99.4355597365945,0.498584905660377,0.45361328125,0.955903104421449,0.696378174976482
__cere__bfs__Z8BFSGraphiPPc_157,conf2,64,191.738696318374,0.0191738696318374,31510.3774414063,240.441068420958,0.706263405693613,0.491943359375,0.94994936951342,0.726987480392473,287.946536217207,0.0287946536217207,16.5546875,23.8319962246343,0.192454268292683,0.5,0.849457291175083,0
__cere__bfs__Z8BFSGraphiPPc_157,conf2,32,289.507582683875,0.0289507582683875,2329344.04882812,1422.00845256569,0.934297342546668,0.69921875,0.959349552096485,0.500235009075822,96.9915147598787,0.00969915147598787,18.03515625,20.8576998050682,0.17258064516129,0.462646484375,0.960038986354776,0.726635260991986
__cere__bfs__Z8BFSGraphiPPc_157,conf2,16,402.730556235172,0.0402730556235172,227678.453125,44.1433062705415,0.306245967382552,0.484375,0.843369565672421,0,102.878286818827,0.0102878286818827,15.8671875,32.5455440669621,0.24554234769688,0.4755859375,0.91999015263417,0.483628754308223
__cere__bfs__Z8BFSGraphiPPc_157,conf1,64,109.912903451976,0.0109912903451976,130125.309082031,210.90758283614,0.678361012980814,0.519775390625,0.959701355776604,0.748602182152147,239.847987151343,0.0239847987151343,14.8515625,44.3450815360337,0.307215743440233,0.5078125,0.854287217254077,0
__cere__bfs__Z8BFSGraphiPPc_157,conf1,32,172.564704289691,0.0172564704289691,331572.306640625,72.805529827019,0.421314814982474,0.5068359375,0.924204998625718,0.507546050961817,113.645638359918,0.0113645638359918,20.16943359375,39.7535526666182,0.284454684035477,0.4775390625,0.960418331033481,0.737332655482122
__cere__bfs__Z8BFSGraphiPPc_157,conf1,16,556.001530358683,0.0556001530358683,69356235.0859375,697.796506960612,0.874654753276656,0.66796875,0.916494736481532,0,88.3680555555555,0.00883680555555556,16.30078125,24.0354660915409,0.193778979907264,0.4794921875,0.922717469446441,0.484423676012461
__cere__lulesh__ZL20CalcPressureForElemsPdS_S_S_S_S_dddiPi_2058,conf2,16,302.963266235552,0.0302963266235552,314309.328125,163.576770037996,0.620603894699883,0.69921875,0.870071044164942,0,314.627072704082,0.0314627072704082,31.2421875,281.495373843461,0.737873623492396,0.48046875,0.745436359089772,0
__cere__lulesh__ZL20CalcPressureForElemsPdS_S_S_S_S_dddiPi_2058,conf2,64,14.8030658465706,0.00148030658465706,51349.4931640625,2216.28962836077,0.956827506035689,0.3896484375,0.899302156954028,0.812038894158237,260.012994998347,0.0260012994998347,19.16015625,44.5056065239552,0.30798532731377,0.4208984375,0.91131498470948,0.422324159021407
__cere__lulesh__ZL20CalcPressureForElemsPdS_S_S_S_S_dddiPi_2058,conf2,32,72.8390147573964,0.00728390147573964,303195.12109375,691.688829817216,0.873687746708403,0.560546875,0.933796629081332,0.735568715283401,159.058172395535,0.0159058172395535,21.42919921875,127.128762503703,0.559721107544141,0.30810546875,0.811288080752843,0.568186478911751
__cere__lulesh__ZL20CalcPressureForElemsPdS_S_S_S_S_dddiPi_2058,conf1,16,369.485474583886,0.0369485474583886,557121.65625,119.998212912765,0.545450853095555,0.52734375,0.818769357657688,0,328.087478314463,0.0328087478314463,32.6328125,163.346899688772,0.620272727272727,0.3046875,0.614555901364616,0
__cere__lulesh__ZL20CalcPressureForElemsPdS_S_S_S_S_dddiPi_2058,conf1,64,21.9507456707506,0.00219507456707506,234847.696289062,450.092007144873,0.818212228679658,0.3916015625,0.943294110314788,0.750515361640983,429.421425741457,0.0429421425741457,82.623046875,24.3599744698957,0.195882755474453,0.294921875,0.840058624683829,0.333262416377089
__cere__lulesh__ZL20CalcPressureForElemsPdS_S_S_S_S_dddiPi_2058,conf1,32,76.2170352784264,0.00762170352784264,1499146.1171875,294.023658353057,0.746208132735022,0.5498046875,0.935079714362191,0.502673030751261,189.637979682611,0.0189637979682611,20.54736328125,85.3187899527103,0.460389310627821,0.34814453125,0.862907250302987,0.610560585537416
__cere__sp_x_solve_2323,conf2,64,60.9154012939705,0.00609154012939705,39252985.168457,84.8234651403629,0.458943160036223,0.4990234375,0.957236580395491,0.742645116406875,62.6535025970481,0.0062653502597048,289.9697265625,177.167942504774,0.639207914536229,0.105712890625,0.754348682681719,0.415749219510388
__cere__sp_x_solve_2323,conf2,32,104.93393786541,0.010493393786541,21262928.4785156,114.133743599831,0.533002140069627,0.4921875,0.918258637336666,0.495147588461465,104.778150385352,0.0104778150385352,500.1640625,137.846956467409,0.579561574025428,0.21875,0.685427437871948,0.338693553677699
__cere__sp_x_solve_2323,conf2,16,214.542048450765,0.0214542048450765,23744220.875,61.731427258297,0.381690981801004,0.484375,0.84333892875628,0,214.849912871344,0.0214849912871344,1058.0625,85.1674641148325,0.459948320413437,0.41796875,0.658463287849253,0
__cere__sp_x_solve_2323,conf3,64,111.184571510373,0.0111184571510373,8847592.05810547,52.4787712594737,0.34417100050059,0.498291015625,0.959322299961709,0.747787514011343,397.121232907093,0.0397121232907093,111.5146484375,90.8661803469625,0.476072713257965,0.3056640625,0.887964025185873,0.424573740487429
__cere__sp_x_solve_2323,conf3,32,98.9937226116838,0.00989937226116838,5635779.58203125,74.7724828993389,0.427827548472859,0.5,0.920430474593011,0.497223889846268,687.429987625488,0.0687429987625487,342.1484375,11.8027172051604,0.105567355608202,0.294921875,0.868455303116794,0.301900901929444
__cere__sp_x_solve_2323,conf3,16,273.222277893289,0.0273222277893289,3493622.609375,46.2546297584813,0.316260961002494,0.48828125,0.851684120217496,0,678.1193023862,0.06781193023862,399.6796875,8.32111651908756,0.0768189692507579,0.35546875,0.77540608690553,0
__cere__sp_x_solve_2323,conf1,64,60.0071063385664,0.00600071063385664,20881068.9018555,64.6500620626513,0.392651306976436,0.501220703125,0.9582764269957,0.745714481870568,238.429715004914,0.0238429715004914,240.40283203125,76.4161309650753,0.433158411008363,0.1435546875,0.834516446800516,0.375389208786522
__cere__sp_x_solve_2323,conf1,32,116.134614812602,0.0116134614812602,8614774.8203125,92.4357365199087,0.480346001171906,0.4990234375,0.921260974912108,0.4971565429511,282.288149177939,0.0282288149177939,342.30859375,65.566979721788,0.396014832377591,0.1962890625,0.74454816218005,0.284311487943764
__cere__sp_x_solve_2323,conf1,16,216.277775178414,0.0216277775178414,9339161.96875,47.8254263733239,0.323526388840197,0.484375,0.843411309760084,0,371.513555462189,0.0371513555462189,529.7109375,49.5037092754008,0.331120274642885,0.265625,0.655634706428919,0
__cere__sp_x_solve_2323,conf4,64,177.712958017498,0.0177712958017498,1041313.50830078,39.274309952204,0.281992493559524,0.5078125,0.958740744759638,0.748156706275322,132.531805718994,0.0132531805718994,17.412109375,79.383062254627,0.442533766883442,0.423583984375,0.944111048794167,0.655159842961301
__cere__sp_x_solve_2323,conf4,32,229.157758341438,0.0229157758341438,630367.138671875,89.9180882544654,0.473457210321046,0.47265625,0.924225674847379,0.500332297979561,341.912064299856,0.0341912064299856,24.01953125,80.8424134005529,0.447032374100719,0.4150390625,0.888274516181493,0.336233533907953
__cere__sp_x_solve_2323,conf4,16,474.072678400723,0.0474072678400723,654880.1328125,45.7053477713604,0.313683392342475,0.46875,0.848981320615484,0,834.521668087376,0.0834521668087376,45.390625,44.5783132530121,0.308333333333333,0.43359375,0.819449225473322,0
__cere__kmeans_clustering_kmeans_clustering_183,conf2,32,147.848673426483,0.0147848673426483,4356176.40429688,58.9421586708576,0.370840305452985,0.4912109375,0.924221934902586,0.498619802946913,93.6976890523265,0.00936976890523266,27.033203125,424.066180189293,0.809184404985111,0.4853515625,0.960136550827252,0.733563326349252
__cere__kmeans_clustering_kmeans_clustering_183,conf2,64,75.4082936553317,0.00754082936553316,2392536.11425781,44.9612320356086,0.310160388431054,0.49365234375,0.959265483119109,0.746156558330197,213.018912112028,0.0213018912112028,35.96484375,588.78027587705,0.854815819351583,0.5615234375,0.938144889757793,0.500054306505919
__cere__kmeans_clustering_kmeans_clustering_183,conf2,16,327.993397551242,0.0327993397551242,8655427.5234375,39.0416565780501,0.280791077572744,0.49609375,0.861698621882505,0,500.347818273134,0.0500347818273134,75.546875,498.138572905895,0.832814661134163,0.71875,0.904756980351603,0
__cere__kmeans_clustering_kmeans_clustering_183,conf1,32,182.738953950513,0.0182738953950513,9738991.52929688,32.5758510766686,0.245714817684482,0.48828125,0.924001921919187,0.498154229791081,60.6404909466773,0.00606404909466773,24.63134765625,118.852215283973,0.543070652173913,0.47412109375,0.958449796808405,0.733115274060858
__cere__kmeans_clustering_kmeans_clustering_183,conf1,64,91.5442568451331,0.00915442568451331,4864017.87402344,23.8129367731633,0.192329956737807,0.49462890625,0.960165472550915,0.746351972985486,133.024785253737,0.0133024785253737,23.517578125,210.406112449132,0.677841395547945,0.4951171875,0.92392658417075,0.490407773440744
__cere__kmeans_clustering_kmeans_clustering_183,conf1,16,328.839430710624,0.0328839430710624,22578369.34375,113.65939598226,0.53196535289137,0.5234375,0.871372260886217,0,330.964769551265,0.0330964769551265,32.3203125,248.078317621465,0.712708333333333,0.5546875,0.8726130045927,0
__cere__lulesh__ZL28CalcFBHourglassForceForElemsR6DomainPdS1_S1_S1_S1_S1_S1_dii_810,conf2,16,361.286504947474,0.0361286504947474,2000102.5859375,183.205448551778,0.646899448752246,0.54296875,0.877804049043094,0,200.400447350472,0.0200400447350472,24.3662109375,112.769027293495,0.53000678119349,0.392333984375,0.843192657608913,0.633822291691716
__cere__lulesh__ZL28CalcFBHourglassForceForElemsR6DomainPdS1_S1_S1_S1_S1_S1_dii_810,conf2,64,87.6834496144526,0.00876834496144526,1030583.94238281,209.568937999223,0.67697017457142,0.508056640625,0.960160697331904,0.74953782673102,390.285531204054,0.0390285531204054,45.8046875,185.587583148559,0.649844720496894,0.203125,0.562340098925465,0
__cere__lulesh__ZL28CalcFBHourglassForceForElemsR6DomainPdS1_S1_S1_S1_S1_S1_dii_810,conf2,32,138.063200047114,0.0138063200047114,2025074.38085938,514.907675994382,0.837373960508319,0.572265625,0.940347924122305,0.517674349351614,275.952469440513,0.0275952469440513,30.57421875,206.324262169414,0.673548548548549,0.3037109375,0.67503513478983,0.364954644180401
__cere__lulesh__ZL28CalcFBHourglassForceForElemsR6DomainPdS1_S1_S1_S1_S1_S1_dii_810,conf1,16,428.821297147506,0.0428821297147506,2912850.15625,323.327809140543,0.763776445013088,0.6015625,0.89124755172943,0,154.18094611234,0.015418094611234,23.89697265625,83.9275862773544,0.456307767507999,0.37451171875,0.851249463639893,0.621605606750986
__cere__lulesh__ZL28CalcFBHourglassForceForElemsR6DomainPdS1_S1_S1_S1_S1_S1_dii_810,conf1,64,31.1556316170278,0.00311556316170278,639021.607910156,272.708912326773,0.731694100428903,0.498046875,0.958719023412327,0.749163021970966,389.410163383675,0.0389410163383675,38.0625,164.039408866995,0.621268656716418,0.27734375,0.600164203612479,0
__cere__lulesh__ZL28CalcFBHourglassForceForElemsR6DomainPdS1_S1_S1_S1_S1_S1_dii_810,conf1,32,96.7532544041638,0.00967532544041638,857517.076171875,361.480547730437,0.783306142606009,0.5458984375,0.929375987303533,0.520578017006189,314.332008361816,0.0314332008361816,29.99609375,116.486521682511,0.538077478344562,0.3466796875,0.72971741112124,0.383383253027738
__cere__bt_adi_211,conf2,32,120.956310900912,0.0120956310900912,7605439.87304688,117.747382484605,0.540752229216485,0.4755859375,0.924027381290404,0.465934536682621,163.139819197483,0.0163139819197483,20.619140625,21.8527990906507,0.179337686567164,0.4853515625,0.926304821445486,0.490764421710713
__cere__bt_adi_211,conf2,16,374.448421346756,0.0374448421346756,10126934.6171875,246.05441465991,0.711028104934663,0.515625,0.878556264069269,0,317.042524449375,0.0317042524449375,19.4921875,22.4849699398798,0.183573298429319,0.48828125,0.868937875751503,0
__cere__bt_adi_211,conf2,64,104.427021205282,0.0104427021205282,4781455.328125,62.8493166572869,0.38593540302998,0.517578125,0.958798038390449,0.74196330887715,85.1744842847056,0.00851744842847056,21.349609375,37.1512212972281,0.27087780149413,0.475341796875,0.962697831854359,0.736734973927363
__cere__bt_adi_211,conf3,32,242.330439329014,0.0242330439329014,464480.322265625,151.263025914063,0.602010683282139,0.431640625,0.911773950999715,0.479706972583712,130.522537983851,0.0130522537983851,16.537109375,29.2547537498524,0.226334064327485,0.470703125,0.922286524152592,0.477500885791898
__cere__bt_adi_211,conf3,16,381.443855924478,0.0381443855924478,1151779.765625,58.5366560081168,0.369231050294891,0.49609375,0.855862859252946,0,221.231248643663,0.0221231248643663,19.703125,19.9048374306106,0.166005291005291,0.5,0.856066613798573,0
__cere__bt_adi_211,conf3,64,234.731675090829,0.0234731675090829,459351.09765625,212.046175259748,0.679534607604917,0.460205078125,0.952981094101316,0.712486639717249,157.701494925961,0.0157701494925961,18.5927734375,38.9988970008929,0.280569830713422,0.4638671875,0.95942538998897,0.716109039340302
__cere__bt_adi_211,conf1,32,87.0067770295043,0.00870067770295043,3254535.06640625,69.3685574522533,0.409571637709727,0.5048828125,0.925229164327508,0.490399628978302,201.975127797068,0.0201975127797068,20.80859375,22.5455228083349,0.183976715686275,0.4775390625,0.925661723296414,0.487610287216069
__cere__bt_adi_211,conf1,16,361.490634652887,0.0361490634652887,2525266.4375,165.074841236431,0.622748052838383,0.55078125,0.905269918547951,0,207.321166992187,0.0207321166992187,18.015625,21.4223764093669,0.176428571428571,0.5,0.866869037294016,0
__cere__bt_adi_211,conf1,64,61.8735347034985,0.00618735347034985,1023425.75537109,170.480835245959,0.630288039043262,0.50048828125,0.958586705575396,0.735553927136741,60.4708071108218,0.00604708071108218,18.2978515625,22.6236857554571,0.184496866295265,0.486083984375,0.962640764263223,0.741607514543417
__cere__bt_adi_211,conf4,32,163.405322741407,0.0163405322741407,684154.880859375,108.210821826001,0.519717567401137,0.533203125,0.909618804077735,0.506980879714968,157.078552246094,0.0157078552246094,13.490234375,41.074272477197,0.291153530377668,0.484375,0.926017084117562,0.484001737367888
__cere__bt_adi_211,conf4,16,330.921269711462,0.0330921269711462,557164.265625,68.3873693779659,0.406131229620092,0.4609375,0.862635704971769,0,250.91552734375,0.025091552734375,16.1875,42.4710424710425,0.29810298102981,0.5,0.864864864864865,0
__cere__bt_adi_211,conf4,64,367.818873300743,0.0367818873300743,256722.201660156,158.228128776167,0.612745518956689,0.41064453125,0.951832513876977,0.741039087406214,82.6511928013393,0.00826511928013393,14.39794921875,35.5444772272527,0.262234787830264,0.47216796875,0.960864109607624,0.730016617492454
__cere__clomp_do_omp_barrier_only_805,conf2,64,96.1137310907376,0.00961137310907376,491841.183105469,76.9894839587541,0.434994680117243,0.505859375,0.9660912430325,0.753650963513322,36.1389935052104,0.00361389935052104,18.0146484375,39.1228926112647,0.281211034912718,0.47412109375,0.963652626443324,0.734726513796281
__cere__clomp_do_omp_barrier_only_805,conf2,16,439.992039904579,0.0439992039904579,279477.8359375,70.7027583778376,0.41418638485819,0.546875,0.880463016367884,0,55.2056312561035,0.00552056312561035,16.337890625,62.9647340107591,0.386370305164319,0.4794921875,0.934369396294082,0.472803347280335
__cere__clomp_do_omp_barrier_only_805,conf2,32,180.894346389812,0.0180894346389813,339352.76171875,104.390207106918,0.510739768722436,0.5185546875,0.932541044615182,0.506529513956296,188.049620338671,0.0188049620338671,21.890625,70.7351891506067,0.414297658862876,0.546875,0.877587437544611,0
__cere__clomp_do_omp_barrier_only_805,conf3,64,83.9206470278547,0.00839206470278547,338109.963378906,76.8045862656453,0.434403812072205,0.53076171875,0.966286363199738,0.755620003925053,113.677215869497,0.0113677215869497,17.96826171875,42.5256121090247,0.298371720561318,0.476806640625,0.964129460039675,0.736324356640126
__cere__clomp_do_omp_barrier_only_805,conf3,16,328.150996629593,0.0328150996629593,450049.515625,222.689187429342,0.690104274033363,0.59765625,0.889005442421978,0,126.164627075195,0.0126164627075195,15.990234375,31.1347257847808,0.237425484351714,0.484375,0.93184316599487,0.489678759008184
__cere__clomp_do_omp_barrier_only_805,conf3,32,183.78079146673,0.018378079146673,271830.443359375,112.653690148228,0.529751870610399,0.501953125,0.932616399266641,0.519349546847789,189.572704081633,0.0189572704081633,15.5859375,23.5087719298246,0.190340909090909,0.50390625,0.875187969924812,0
